City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
467,Tuatapere,NZ,-46.1333,167.6833,66.81,51,100,5.68,overcast clouds
468,Berdigestyakh,RU,62.0989,126.6992,-18.8,98,97,0.85,overcast clouds
469,High Level,CA,58.5169,-117.136,3.31,78,100,6.91,overcast clouds
470,Nagapattinam,IN,10.7667,79.8333,76.98,78,79,9.53,broken clouds
471,Bogande,BF,12.9714,-0.1436,73.92,12,8,8.75,clear sky
472,Appleton,US,44.2619,-88.4154,12.29,62,40,4.61,scattered clouds
473,Road Town,VG,18.4167,-64.6167,73.99,76,6,22.03,clear sky
474,Kimamba,TZ,-6.7833,37.1333,71.06,99,100,2.13,light rain
475,Cabedelo,BR,-6.9811,-34.8339,81.27,77,1,10.07,clear sky
476,Hoquiam,US,46.9809,-123.8893,50.54,84,0,9.22,clear sky
477,Wadi Musa,JO,30.3222,35.4793,41.02,68,73,4.18,broken clouds
478,Tigre,AR,-34.426,-58.5796,73.4,58,0,3.44,clear sky
479,Komsomolskiy,UZ,40.4272,71.7189,38.12,81,100,0.0,mist
480,Nemuro,JP,43.3236,145.575,28.83,87,100,14.25,overcast clouds
481,Chipinge,ZW,-20.1883,32.6236,59.45,69,1,2.3,clear sky
482,Harbour Breton,CA,47.4833,-55.7983,35.01,57,100,9.04,overcast clouds
483,Olinda,BR,-8.0089,-34.8553,83.93,70,40,6.91,scattered clouds
484,Vostok,RU,46.4856,135.8833,13.17,86,100,3.62,overcast clouds
485,Cheremisinovo,RU,51.8855,37.2646,19.51,86,53,9.89,broken clouds
486,Calvillo,MX,21.85,-102.7167,63.54,39,100,11.1,overcast clouds
487,Yumen,CN,40.2833,97.2,26.46,42,2,12.8,clear sky
488,Awbari,LY,26.5921,12.7805,50.74,31,0,10.4,clear sky
489,Sterling,US,39.0062,-77.4286,30.49,77,40,3.44,scattered clouds
490,Havre-Saint-Pierre,CA,50.2334,-63.5986,1.4,77,0,14.97,clear sky
491,San Lorenzo,PY,-25.3333,-57.5333,74.44,59,0,4.99,clear sky
492,Galesong,ID,-5.3166,119.3661,86.02,74,79,2.75,broken clouds
493,El Alto,PE,-4.2714,-81.2147,71.55,80,95,7.92,overcast clouds
494,Mirabad,AF,30.4362,61.8383,49.64,51,3,20.18,clear sky
495,Ipixuna,BR,-1.7625,-48.8043,76.95,97,99,2.68,overcast clouds
496,Galveston,US,29.3669,-94.9669,53.94,67,0,5.75,clear sky
497,Dubbo,AU,-32.25,148.6167,82.53,34,40,8.05,scattered clouds
498,Senanga,ZM,-16.1167,23.2667,65.52,94,65,3.51,moderate rain
499,Nanakuli,US,21.3906,-158.1547,80.55,45,100,10.36,overcast clouds
500,Mana,GF,5.6592,-53.7767,75.58,91,53,7.72,broken clouds
501,Yining,CN,29.0361,114.5636,48.65,70,5,0.98,clear sky
502,Bubaque,GW,11.2833,-15.8333,77.99,62,0,4.27,clear sky
503,Emerald,AU,-23.5333,148.1667,88.34,37,0,14.97,clear sky
504,Kibala,TD,9.1104,18.3463,77.54,17,100,5.19,overcast clouds
505,Klyuchi,RU,52.2667,79.1667,-3.03,99,59,4.63,broken clouds
506,Huarmey,PE,-10.0681,-78.1522,72.77,78,86,7.63,overcast clouds
507,Dauphin,CA,51.1494,-100.0502,-20.06,76,0,5.75,clear sky
508,Verin,ES,41.9415,-7.4381,42.57,90,44,7.18,scattered clouds
509,Gogrial,SS,8.5332,28.1004,72.88,17,91,5.79,overcast clouds
510,Kieta,PG,-6.2167,155.6333,84.02,72,100,5.08,light rain
511,Hambantota,LK,6.1241,81.1185,77.34,94,75,10.36,broken clouds
512,Cascais,PT,38.6979,-9.4215,54.52,70,0,20.0,clear sky
513,Marsa Matruh,EG,31.3525,27.2453,48.4,87,40,3.44,scattered clouds
514,Tambopata,PE,-12.7333,-69.1833,69.93,92,54,1.21,broken clouds
515,Bagdarin,RU,54.4333,113.6,-6.59,86,95,3.09,overcast clouds
516,Cape Canaveral,US,28.4058,-80.6048,65.03,83,0,3.44,clear sky
517,Ponta Delgada,PT,37.7333,-25.6667,58.5,67,75,4.61,broken clouds
518,Caceres,ES,39.522,-6.3748,43.81,97,36,9.42,scattered clouds
519,Kerema,PG,-7.9631,145.7785,83.32,70,97,6.71,light rain
520,Rio Gallegos,AR,-51.6226,-69.2181,44.65,45,0,12.66,clear sky
521,Grindavik,IS,63.8424,-22.4338,30.15,80,75,12.66,broken clouds
522,Thinadhoo,MV,0.5333,72.9333,81.61,73,89,8.88,overcast clouds
523,Shimanovsk,RU,52.0,127.7,8.08,88,100,4.47,overcast clouds
524,Skibotn,NO,69.3913,20.2679,26.69,95,99,7.11,light snow
525,Kourou,GF,5.1552,-52.6478,80.11,93,100,7.18,overcast clouds
526,Lazaro Cardenas,MX,17.9583,-102.2,77.13,69,89,0.36,overcast clouds
527,Makat,KZ,47.6469,53.3463,22.05,90,8,15.26,clear sky
528,Naze,JP,28.3667,129.4833,56.32,82,100,19.82,light rain
529,Ierapetra,GR,35.01,25.7353,54.14,70,5,15.01,clear sky
530,Mahajanga,MG,-15.7167,46.3167,75.79,91,43,9.1,scattered clouds
531,Union,US,40.6334,-74.2663,30.09,73,100,10.36,overcast clouds
532,Palana,RU,59.1167,159.9667,5.32,84,90,7.43,overcast clouds
533,Esfarayen,IR,37.0765,57.5101,33.46,74,34,4.56,scattered clouds
534,Udachnyy,RU,66.4167,112.4,-20.24,86,9,1.23,clear sky
535,Brzeg Dolny,PL,51.273,16.7082,39.2,69,6,10.51,clear sky
536,Malvern,US,34.3623,-92.813,45.32,59,0,4.76,clear sky
537,Calbuco,CL,-41.768,-73.1273,60.01,94,3,8.05,clear sky
538,Oriximina,BR,-1.7656,-55.8661,77.2,82,93,1.95,overcast clouds
539,Kasongo-Lunda,CD,-6.4667,16.8167,70.16,98,100,2.06,light rain
540,Zhuanghe,CN,39.7008,122.9911,25.48,60,94,10.58,overcast clouds
541,Vila Franca Do Campo,PT,37.7167,-25.4333,57.2,70,100,4.09,overcast clouds
542,Kasama,ZM,-10.2129,31.1808,59.16,96,80,2.89,broken clouds
543,Blagoyevo,RU,63.3667,47.9167,-0.63,99,68,4.76,broken clouds
544,Tukums,LV,56.9669,23.1553,31.35,80,100,11.56,overcast clouds
545,Rosetta,EG,31.4044,30.4164,51.62,72,0,8.79,clear sky
546,Erdenet,MN,49.0333,104.0833,-11.06,95,98,0.81,overcast clouds
547,Alofi,NU,-19.0595,-169.9187,84.09,70,98,10.36,overcast clouds
548,Mount Isa,AU,-20.7333,139.5,89.37,35,93,10.36,overcast clouds
549,Yuzhno-Kurilsk,RU,44.0306,145.8556,28.33,79,100,6.49,overcast clouds
550,Russell,US,32.3502,-85.1999,40.6,60,0,0.0,clear sky
551,Rio Grande,BR,-32.035,-52.0986,62.71,56,0,13.29,clear sky
552,Zlonice,CZ,50.2875,14.0921,34.63,85,1,5.39,clear sky
553,Xuanzhou,CN,30.9525,118.7553,47.52,65,99,2.98,overcast clouds
554,Santa Rosa,PH,14.3122,121.1114,83.1,73,30,8.16,scattered clouds
555,Mbandaka,CD,0.0487,18.2603,70.18,87,93,4.12,overcast clouds
556,Vanavara,RU,60.34,102.2797,-19.59,97,35,4.5,scattered clouds
557,Elizabeth City,US,36.2946,-76.2511,37.0,92,100,13.8,overcast clouds
558,Morro Bay,US,35.3658,-120.8499,70.74,54,0,1.01,clear sky
559,Kuusamo,FI,65.9667,29.1833,28.44,93,100,6.91,overcast clouds
560,Peleduy,RU,59.6289,112.7406,-17.95,97,74,0.78,broken clouds
561,Braganca,BR,-1.0536,-46.7656,75.45,94,100,2.73,overcast clouds
562,Ariquemes,BR,-9.9133,-63.0408,71.22,99,100,1.9,heavy intensity rain
563,Phek,IN,25.6667,94.5,43.38,60,0,1.63,clear sky
564,Khani,GE,41.9563,42.9566,31.57,79,100,7.34,overcast clouds
565,Yekaterinoslavka,RU,50.3734,129.1139,8.01,91,100,3.65,overcast clouds
566,Victoria Point,AU,-27.5833,153.3,82.69,78,23,10.0,light rain
567,Killarney,IE,52.05,-9.5167,40.19,90,24,7.63,few clouds
568,Port-Gentil,GA,-0.7193,8.7815,80.65,78,100,9.42,overcast clouds
569,Port Lincoln,AU,-34.7333,135.8667,71.87,69,15,11.99,few clouds
570,Buraydah,SA,26.326,43.975,39.65,32,0,4.94,clear sky
571,Panaba,MX,21.2833,-88.2667,69.6,77,11,15.88,few clouds
572,Ferzikovo,RU,54.5191,36.7567,24.44,89,94,12.86,light snow
573,Olavarria,AR,-36.8927,-60.3225,59.09,65,0,8.46,clear sky
574,Kurchum,KZ,48.5722,83.6542,12.63,94,100,2.06,overcast clouds
575,Anloga,GH,5.7947,0.8973,82.62,81,100,13.11,overcast clouds
576,Helong,CN,42.5397,128.9972,15.15,81,100,3.62,light snow
577,Ketchikan,US,55.3422,-131.6461,44.58,93,100,3.44,light rain
578,Asekeyevo,RU,53.5742,52.7972,0.39,100,98,3.49,overcast clouds
579,Kerewan,GM,13.4898,-16.0888,69.91,17,48,9.53,scattered clouds
580,Goderich,CA,43.7501,-81.7165,16.92,78,97,14.97,overcast clouds
581,Tucurui,BR,-3.7661,-49.6725,72.05,97,100,0.72,overcast clouds
582,Yaan,NG,7.3833,8.5667,78.73,14,97,3.83,overcast clouds
583,Qinhuangdao,CN,39.9317,119.5883,20.71,51,7,8.88,clear sky
584,Lima,PE,-12.0432,-77.0282,70.9,79,0,11.5,clear sky
585,Maniitsoq,GL,65.4167,-52.9,1.13,88,100,5.99,light snow
586,Rusape,ZW,-18.5278,32.1284,56.79,94,30,0.54,scattered clouds
587,Taltal,CL,-25.4,-70.4833,68.4,77,3,3.69,clear sky
588,Rawson,AR,-43.3002,-65.1023,73.94,40,4,3.65,clear sky
589,Ancud,CL,-41.8697,-73.8203,60.33,95,6,2.26,clear sky
590,Asau,RO,46.4333,26.4,27.95,80,97,3.96,overcast clouds
591,Aripuana,BR,-9.1667,-60.6333,72.05,99,84,1.34,broken clouds
592,Springbok,ZA,-29.6643,17.8865,73.17,47,12,3.51,few clouds
593,Harper,LR,4.375,-7.7169,76.98,87,32,3.74,scattered clouds
594,Luderitz,NA,-26.6481,15.1594,71.06,67,1,9.8,clear sky
595,Morgan City,US,29.6994,-91.2068,48.2,34,0,5.75,clear sky
596,Pemangkat,ID,1.1667,108.9667,80.33,82,96,2.71,overcast clouds
597,Lubango,AO,-14.9172,13.4925,57.4,76,77,3.04,broken clouds
598,Beyneu,KZ,45.3167,55.2,27.09,83,6,14.63,clear sky
599,Kushima,JP,31.4583,131.2333,53.64,81,100,9.31,overcast clouds
600,Mouscron,BE,50.7333,3.2167,52.11,66,100,22.3,overcast clouds
601,Olindina,BR,-11.3667,-38.3333,75.07,89,72,7.18,broken clouds
602,Ojinaga,MX,29.5667,-104.4167,58.15,19,0,0.0,clear sky
603,Beloha,MG,-25.1667,45.05,73.58,86,0,7.43,clear sky
604,Promyshlennaya,RU,54.9159,85.6385,18.55,86,100,13.02,overcast clouds
605,Houma,US,29.5958,-90.7195,50.0,50,0,1.99,clear sky
606,Rundu,NA,-17.9333,19.7667,65.34,88,97,2.62,overcast clouds
607,Chiradzulu,MW,-15.6746,35.1407,64.02,98,100,2.08,moderate rain
608,Mazagao,BR,-0.115,-51.2894,78.85,97,87,3.38,overcast clouds
609,Ledyard,US,41.4398,-72.0142,27.66,86,100,9.22,mist
610,Saumur,FR,47.3333,-0.25,46.51,91,100,13.4,overcast clouds
611,Doha,QA,25.2867,51.5333,62.58,67,0,8.05,clear sky
612,Homer,US,59.6425,-151.5483,36.81,75,0,9.22,clear sky
613,Juli,PE,-16.2167,-69.45,43.79,81,44,4.43,scattered clouds
614,Ranong,TH,9.9658,98.6348,85.93,82,82,3.62,broken clouds
615,Lethem,GY,3.3803,-59.7968,79.21,71,20,13.06,few clouds
616,Ostrovnoy,RU,68.0531,39.5131,21.61,71,100,27.07,overcast clouds
617,Port Augusta,AU,-32.5,137.7667,101.71,26,100,4.81,overcast clouds
618,Buchanan,LR,5.8808,-10.0467,78.22,87,23,4.81,few clouds
619,Anadyr,RU,64.75,177.4833,-32.01,66,20,11.18,mist
620,Teya,RU,60.3778,92.6267,-21.75,100,23,3.31,few clouds
621,Sola,VU,-13.8833,167.55,82.76,76,95,18.14,overcast clouds
622,Gondar,ET,12.6,37.4667,59.95,44,43,4.83,scattered clouds
623,Ossora,RU,59.2353,163.0719,2.39,77,78,7.83,broken clouds
624,Khasan,RU,42.4308,130.6434,19.58,50,100,4.23,overcast clouds
625,Puerto Escondido,MX,15.85,-97.0667,79.63,73,40,0.0,scattered clouds
626,Quelimane,MZ,-17.8786,36.8883,76.95,94,40,3.44,scattered clouds
627,Rio De Janeiro,BR,-22.9028,-43.2075,78.8,89,0,5.75,clear sky
628,Channel-Port Aux Basques,CA,47.5702,-59.1367,19.36,68,100,7.74,overcast clouds
629,Letterkenny,IE,54.95,-7.7333,44.02,91,100,10.51,light rain
630,San Cristobal,VE,7.7669,-72.225,73.58,77,100,1.32,overcast clouds
631,Ambon,ID,-3.6954,128.1814,86.14,70,40,3.44,scattered clouds
632,Lokosovo,RU,61.1333,74.8167,-2.16,97,100,6.87,overcast clouds
633,Sur,OM,22.5667,59.5289,70.18,72,0,14.63,clear sky
634,Kloulklubed,PW,7.0419,134.2556,81.1,81,97,20.74,overcast clouds
635,Sakiai,LT,54.9547,23.0358,32.25,77,100,11.83,overcast clouds
636,Luangwa,ZM,-15.6167,30.4167,69.39,94,97,1.63,light rain
637,Afyonkarahisar,TR,38.75,30.6667,30.22,88,11,1.97,few clouds
638,Katangli,RU,51.7102,143.2326,5.16,77,8,11.52,clear sky
639,Ludwigsfelde,DE,52.3,13.2667,42.01,71,0,5.75,clear sky
640,Pychas,RU,56.5033,52.4409,-1.7,100,100,3.09,light snow
641,Pulandian,CN,39.3953,121.9669,19.53,76,49,20.22,scattered clouds
642,Rorvik,NO,64.8621,11.2373,35.89,56,98,19.46,overcast clouds
643,Katima Mulilo,NA,-17.5,24.2667,66.22,89,56,2.68,broken clouds
644,Pleshanovo,RU,52.8333,53.4833,4.33,100,82,4.79,broken clouds
645,Ordu,TR,40.9086,37.6845,32.5,94,100,1.54,overcast clouds
646,Minab,IR,27.1467,57.0801,62.92,77,40,2.3,haze
647,Waipawa,NZ,-41.4122,175.5153,61.45,69,100,13.24,overcast clouds
648,Ucluelet,CA,48.9329,-125.5528,48.09,86,100,4.0,overcast clouds
649,Santa Cruz De Tenerife,ES,28.4682,-16.2546,63.01,87,20,9.22,few clouds
650,Pangody,RU,65.85,74.4859,-14.66,99,99,8.52,overcast clouds
651,Okhotsk,RU,59.3833,143.3,-4.59,75,0,14.23,clear sky
652,Bilma,NE,18.6853,12.9164,63.19,15,0,6.78,clear sky
653,Maningrida,AU,-12.0667,134.2667,87.24,57,71,9.08,broken clouds
654,Monte Santo De Minas,BR,-21.1897,-46.9803,65.71,95,6,3.6,clear sky
655,Sopelana,ES,43.3789,-2.9831,50.41,73,0,3.0,clear sky
656,Gundlupet,IN,11.8,76.6833,64.85,76,4,2.33,clear sky
657,Bandarbeyla,SO,9.4942,50.8122,73.44,74,100,12.55,overcast clouds
658,Hamilton,US,39.1834,-84.5333,21.4,77,40,9.22,scattered clouds
659,Talanga,HN,14.4,-87.0833,75.74,83,0,5.64,clear sky
660,Nago,JP,26.5881,127.9761,64.83,90,100,12.5,overcast clouds
661,Rio Bananal,BR,-19.265,-40.3333,72.61,97,13,1.34,few clouds
662,Banfora,BF,10.6333,-4.7667,74.41,13,0,5.66,clear sky
663,Erenhot,CN,43.6475,111.9767,-4.94,86,10,2.01,clear sky
664,Sungaipenuh,ID,-2.0833,101.3833,74.01,56,87,1.95,moderate rain
665,Jurm,AF,36.8648,70.8342,34.54,95,100,2.37,snow
666,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,88,31,13.42,scattered clouds
667,Ola,RU,59.5833,151.2833,6.21,68,99,8.75,overcast clouds
668,Camacha,PT,33.0833,-16.3333,57.96,72,20,4.61,few clouds
669,Krasnoselkup,RU,65.7,82.4667,-3.8,94,67,14.32,broken clouds
670,Sitka,US,57.0531,-135.33,42.69,81,100,4.61,overcast clouds
671,Bang Racham,TH,14.892,100.3173,88.05,58,55,5.53,moderate rain
672,Wasilla,US,61.5814,-149.4394,32.74,92,100,0.0,mist
673,Sal Rei,CV,16.1833,-22.9167,70.36,72,99,19.98,overcast clouds
674,Goma,CD,-1.6792,29.2228,61.75,86,99,2.89,overcast clouds
675,Torbat-E Jam,IR,35.244,60.6225,37.94,76,17,10.89,few clouds
676,Coahuayana,MX,18.7333,-103.6833,87.28,71,93,2.21,overcast clouds
677,Cassilandia,BR,-19.1133,-51.7342,72.68,88,66,2.57,broken clouds
678,Atlantic City,US,39.3643,-74.4229,32.04,92,100,13.8,mist
679,Carsamba,TR,41.1989,36.7219,40.75,93,75,0.0,broken clouds
680,Grootfontein,NA,-19.5667,18.1167,65.46,88,100,4.97,light rain
681,Saryozek,KZ,44.3583,77.9753,23.9,79,100,3.85,overcast clouds
682,Ostersund,SE,63.1792,14.6357,27.05,86,100,8.05,overcast clouds
683,Vanimo,PG,-2.6741,141.3028,82.17,80,100,1.3,overcast clouds
684,Skibbereen,IE,51.55,-9.2667,40.8,80,34,13.38,scattered clouds
685,Baruun-Urt,MN,46.6806,113.2792,-9.17,87,36,3.04,scattered clouds
686,Clarksdale,US,34.2001,-90.5709,41.92,65,75,0.0,broken clouds
687,Hovd,MN,48.0056,91.6419,-9.26,82,77,1.92,broken clouds
688,Tautira,PF,-17.7333,-149.15,86.02,78,72,16.53,light rain
689,Abu Kamal,SY,34.4506,40.9171,50.9,37,0,6.64,clear sky
690,Plettenberg Bay,ZA,-34.0527,23.3716,67.08,92,100,11.61,light rain
691,Lazarev,RU,52.225,141.5131,-3.68,93,51,10.33,broken clouds
692,Turbo,CO,8.0937,-76.7269,77.13,91,99,8.46,overcast clouds
693,Kuytun,RU,54.3419,101.5036,-15.61,100,100,5.61,overcast clouds
694,Bairiki,KI,1.3292,172.9752,86.0,70,20,8.05,few clouds
695,Innisfail,AU,-17.5333,146.0333,79.7,83,76,12.75,broken clouds
696,Bathsheba,BB,13.2167,-59.5167,77.61,73,75,16.11,broken clouds
697,Egvekinot,RU,66.3167,-179.1667,-17.41,90,13,7.05,few clouds
698,Chaykovskaya,RU,58.1279,55.5378,13.89,100,100,2.64,overcast clouds
699,Hay River,CA,60.8156,-115.7999,-9.42,77,75,6.91,broken clouds
700,Novichikha,RU,52.204,81.3877,21.25,94,100,13.47,light snow
701,Jiangyou,CN,31.7667,104.7167,47.79,74,100,0.36,overcast clouds
